Date,Apple,Amazon,BofA,Bitcoin,Citi,Oil,Ethereum,Euro,Pound,Gold,Google,Yen,Microsoft,SHY,Silver,Wells_Fargo,Ripple,DJIA,S&P500,T_Bill_13W,Nasdaq,Russell2000,Bond_10Y,Bond_30Y
2017-11-27,41.51175308227539,1195.8299560546875,24.171106338500977,9818.349609375,62.2076530456543,58.11000061035156,480.3550109863281,1.1926485300064087,1.3324450254440308,1293.800048828125,1054.2099609375,111.6709976196289,79.55720520019531,79.66962432861328,17.009000778198242,47.323795318603516,0.25392699241638184,23580.779296875,2601.419921875,1.2230000495910645,6878.52001953125,1513.31005859375,2.328000068664551,2.765000104904175
2017-11-28,41.2685546875,1193.5999755859375,25.12558937072754,10058.7998046875,64.22053527832031,57.9900016784668,472.9020080566406,1.1904903650283813,1.3322319984436035,1294.699951171875,1047.4100341796875,111.16999816894531,80.5152816772461,79.67908477783203,16.81100082397461,48.74482727050781,0.2991519868373871,23836.7109375,2627.0400390625,1.2649999856948853,6912.35986328125,1536.4300537109375,2.3380000591278076,2.7660000324249268
2017-11-29,40.412513732910156,1161.27001953125,25.707368850708008,9888.6103515625,65.38819122314453,57.29999923706055,427.52301025390625,1.184805989265442,1.3365410566329956,1282.0999755859375,1021.6599731445312,111.64800262451172,79.05443572998047,79.66011810302734,16.457000732421875,49.71849822998047,0.2430640012025833,23940.6796875,2626.070068359375,1.2580000162124634,6824.39013671875,1542.300048828125,2.375999927520752,2.816999912261963
2017-11-30,40.977638244628906,1176.75,25.716493606567383,10233.599609375,65.78901672363281,57.400001525878906,447.114013671875,1.18519926071167,1.3417235612869263,1273.199951171875,1021.4099731445312,112.00199890136719,79.84176635742188,79.61276245117188,16.381999969482422,49.5342903137207,0.2508780062198639,24272.349609375,2647.580078125,1.2380000352859497,6873.97021484375,1544.1400146484375,2.4170000553131104,2.8320000171661377
2017-12-01,40.78689193725586,1162.3499755859375,25.6525936126709,10975.599609375,65.7977523803711,58.36000061035156,466.5400085449219,1.1898245811462402,1.3529969453811646,1278.800048828125,1010.1699829101562,112.55599975585938,79.92713928222656,79.63079071044922,16.297000885009766,49.297447204589844,0.2556990087032318,24231.58984375,2642.219970703125,1.2350000143051147,6847.58984375,1537.02001953125,2.361999988555908,2.757999897003174
2017-12-04,40.48881530761719,1133.949951171875,26.528982162475586,11657.2001953125,67.18323516845703,57.470001220703125,470.2040100097656,1.1859863996505737,1.349400281906128,1274.300048828125,998.6799926757812,112.86399841308594,76.9106674194336,79.5833740234375,16.284000396728516,50.34128952026367,0.2535710036754608,24290.05078125,2639.43994140625,1.2450000047683716,6775.3701171875,1532.4100341796875,2.378999948501587,2.7690000534057617
2017-12-05,40.450660705566406,1141.5699462890625,26.410303115844727,11916.7001953125,66.69525146484375,57.619998931884766,463.281005859375,1.1867746114730835,1.347527265548706,1261.5999755859375,1005.1500244140625,112.4990005493164,77.3944320678711,79.57389068603516,15.972999572753906,51.35881805419922,0.2461010068655014,24180.640625,2629.570068359375,1.2829999923706055,6762.2099609375,1516.760009765625,2.3559999465942383,2.7320001125335693
2017-12-06,40.30044174194336,1152.3499755859375,26.14556121826172,14291.5,65.73672485351562,55.959999084472656,428.5880126953125,1.1832919120788574,1.341525673866272,1262.800048828125,1018.3800048828125,112.46399688720703,78.52323150634766,79.6117935180664,15.868000030517578,51.37636184692383,0.23254400491714478,24140.91015625,2629.27001953125,1.2630000114440918,6776.3798828125,1508.8800048828125,2.3299999237060547,2.7190001010894775
2017-12-07,40.374359130859375,1159.7900390625,26.27336883544922,17899.69921875,65.3359146118164,56.689998626708984,434.4079895019531,1.1804285049438477,1.3392258882522583,1249.800048828125,1030.9300537109375,112.29100036621094,78.2481460571289,79.62130737304688,15.71500015258789,52.0693359375,0.22282299399375916,24211.48046875,2636.97998046875,1.2599999904632568,6812.83984375,1520.469970703125,2.375999927520752,2.7750000953674316
2017-12-08,40.38628387451172,1162.0,26.519847869873047,16569.400390625,65.97200012207031,57.36000061035156,456.031005859375,1.1772184371948242,1.348435878753662,1245.199951171875,1037.050048828125,113.1729965209961,79.83229064941406,79.62130737304688,15.736000061035156,52.02547836303711,0.25212499499320984,24329.16015625,2651.5,1.253000020980835,6840.080078125,1521.719970703125,2.382999897003174,2.7750000953674316
2017-12-11,41.17316818237305,1168.9200439453125,26.41943359375,16936.80078125,66.09400177001953,57.9900016784668,515.135986328125,1.1769968271255493,1.3392080068588257,1243.699951171875,1041.0999755859375,113.54299926757812,80.84725952148438,79.5833740234375,15.696999549865723,51.6395149230957,0.2516910135746002,24386.029296875,2659.989990234375,1.2630000114440918,6875.080078125,1519.8399658203125,2.384999990463257,2.7709999084472656
2017-12-12,40.9418830871582,1165.0799560546875,26.766338348388672,17415.400390625,66.35541534423828,57.13999938964844,651.4310302734375,1.1777591705322266,1.334935188293457,1238.5,1040.47998046875,113.54000091552734,81.17926025390625,79.5833740234375,15.581999778747559,52.92019271850586,0.373540997505188,24504.80078125,2664.110107421875,1.309999942779541,6862.31982421875,1516.1199951171875,2.4030001163482666,2.7809998989105225
2017-12-13,41.077789306640625,1164.1300048828125,26.328142166137695,16408.19921875,65.47532653808594,56.599998474121094,702.7670288085938,1.1742602586746216,1.331948161125183,1245.4000244140625,1040.6099853515625,113.54499816894531,80.9610824584961,79.66870880126953,15.784000396728516,52.10441970825195,0.4710629880428314,24585.4296875,2662.85009765625,1.2730000019073486,6875.7998046875,1524.449951171875,2.3489999771118164,2.7339999675750732
2017-12-14,41.06586837768555,1174.260009765625,26.22772216796875,16564.0,64.41224670410156,57.040000915527344,695.8159790039062,1.1835860013961792,1.3409678936004639,1253.800048828125,1049.1500244140625,112.78199768066406,80.33503723144531,79.64025115966797,15.850000381469727,51.94652557373047,0.8642629981040955,24508.66015625,2652.010009765625,1.2829999923706055,6856.52978515625,1506.949951171875,2.3459999561309814,2.7100000381469727
2017-12-15,41.483154296875,1179.1400146484375,26.510723114013672,17706.900390625,65.15291595458984,57.29999923706055,684.447998046875,1.1774957180023193,1.3432915210723877,1254.300048828125,1064.18994140625,112.39600372314453,82.38395690917969,79.60233306884766,15.977999687194824,52.51668930053711,0.756181001663208,24651.740234375,2675.81005859375,1.284999966621399,6936.580078125,1530.4200439453125,2.3550000190734863,2.688999891281128
2017-12-18,42.067359924316406,1190.5799560546875,26.91240119934082,19114.19921875,65.93714904785156,57.15999984741211,794.64501953125,1.1743566989898682,1.3317352533340454,1262.199951171875,1077.1400146484375,112.71600341796875,81.93812561035156,79.60233306884766,16.1200008392334,53.437740325927734,0.7784069776535034,24792.19921875,2690.159912109375,1.315000057220459,6994.759765625,1548.9200439453125,2.3919999599456787,2.74399995803833
2017-12-19,41.61906433105469,1187.3800048828125,26.885011672973633,17776.69921875,65.09191131591797,57.459999084472656,826.822998046875,1.1784253120422363,1.3380789756774902,1260.699951171875,1070.6800537109375,112.56800079345703,81.41639709472656,79.56443786621094,16.06599998474121,52.94651412963867,0.7912570238113403,24754.75,2681.469970703125,1.3530000448226929,6963.85009765625,1536.75,2.4630000591278076,2.821000099182129
2017-12-20,41.573760986328125,1177.6199951171875,26.91240119934082,16624.599609375,65.05706787109375,58.09000015258789,819.0859985351562,1.1841325759887695,1.3386881351470947,1266.0999755859375,1064.949951171875,112.98300170898438,81.12232971191406,79.57389068603516,16.187999725341797,52.753543853759766,0.7759640216827393,24726.650390625,2679.25,1.350000023841858,6960.9599609375,1540.0799560546875,2.496999979019165,2.875999927520752
2017-12-21,41.73115158081055,1174.760009765625,27.222789764404297,15802.900390625,66.06786346435547,58.36000061035156,821.06298828125,1.1878176927566528,1.3372023105621338,1267.300048828125,1063.6300048828125,113.24099731445312,81.10338592529297,79.56819915771484,16.152000427246094,54.04299545288086,1.193060040473938,24782.2890625,2684.570068359375,1.3200000524520874,6965.35986328125,1547.1099853515625,2.4809999465942383,2.8320000171661377
2017-12-22,41.73115158081055,1168.3599853515625,27.277563095092773,13831.7998046875,65.7802963256836,58.470001220703125,674.8599853515625,1.1857331991195679,1.338043212890625,1275.4000244140625,1060.1199951171875,113.322998046875,81.11285400390625,79.53971862792969,16.35700035095215,53.9903564453125,1.1382800340652466,24754.060546875,2683.340087890625,1.2979999780654907,6959.9599609375,1542.9300537109375,2.484999895095825,2.8329999446868896
2017-12-26,40.67242431640625,1176.760009765625,27.1862735748291,16099.7998046875,65.16162872314453,59.970001220703125,773.8359985351562,1.187253713607788,1.3376137018203735,1284.0999755859375,1056.739990234375,113.3030014038086,81.0085220336914,79.53024291992188,16.520000457763672,53.6219482421875,1.1894899606704712,24746.2109375,2680.5,1.3029999732971191,6936.25,1544.22998046875,2.4670000076293945,2.812999963760376
2017-12-27,40.67957305908203,1182.260009765625,27.140625,15838.5,65.25746154785156,59.63999938964844,762.8419799804688,1.1857894659042358,1.337470531463623,1287.0,1049.3699951171875,113.2030029296875,81.30258178710938,79.56819915771484,16.618999481201172,53.46405029296875,1.3996399641036987,24774.30078125,2682.6201171875,1.4079999923706055,6939.33984375,1543.93994140625,2.4140000343322754,2.747999906539917
2017-12-28,40.79403305053711,1186.0999755859375,27.20452880859375,14606.5,65.42304992675781,59.84000015258789,737.0230102539062,1.1900794506072998,1.3403927087783813,1294.0999755859375,1048.1400146484375,113.21700286865234,81.31205749511719,79.57769775390625,16.832000732421875,53.77105712890625,1.4308799505233765,24837.509765625,2687.5400390625,1.3700000047683716,6950.16015625,1548.9300537109375,2.431999921798706,2.75600004196167
2017-12-29,40.352901458740234,1169.469970703125,26.948917388916016,14656.2001953125,64.83921813964844,60.41999816894531,753.5919799804688,1.1941723823547363,1.344085931777954,1306.300048828125,1046.4000244140625,112.875,81.14131927490234,79.59668731689453,17.059999465942383,53.21843338012695,2.214600086212158,24719.220703125,2673.610107421875,1.3550000190734863,6903.39013671875,1535.510009765625,2.4049999713897705,2.739000082015991
2018-01-02,41.07540512084961,1189.010009765625,27.295822143554688,14982.099609375,64.79564666748047,60.369998931884766,884.4439697265625,1.2011579275131226,1.3511322736740112,1313.699951171875,1065.0,112.7699966430664,81.53021240234375,79.56819915771484,17.121000289916992,53.58685302734375,2.4809000492095947,24824.009765625,2695.81005859375,1.378000020980835,7006.89990234375,1550.010009765625,2.4649999141693115,2.811000108718872
2018-01-03,41.06825256347656,1204.199951171875,27.20452880859375,15201.0,64.99606323242188,61.630001068115234,962.719970703125,1.2063454389572144,1.359619379043579,1316.199951171875,1082.47998046875,112.24400329589844,81.90966796875,79.56819915771484,17.184999465942383,53.99913024902344,3.105370044708252,24922.6796875,2713.06005859375,1.3700000047683716,7065.52978515625,1552.5799560546875,2.447000026702881,2.7850000858306885
2018-01-04,41.259010314941406,1209.5899658203125,27.560564041137695,15599.2001953125,65.7977523803711,62.0099983215332,980.9219970703125,1.2010425329208374,1.3511322736740112,1319.4000244140625,1086.4000244140625,112.60700225830078,82.63058471679688,79.53024291992188,17.18899917602539,54.674556732177734,3.1966300010681152,25075.130859375,2723.989990234375,1.3700000047683716,7077.91015625,1555.719970703125,2.453000068664551,2.7860000133514404
2018-01-05,41.728759765625,1229.1400146484375,27.68836784362793,17429.5,65.7105941772461,61.439998626708984,997.719970703125,1.2068840265274048,1.3552889823913574,1320.300048828125,1102.22998046875,112.78299713134766,83.65506744384766,79.53024291992188,17.204999923706055,55.042972564697266,3.0487101078033447,25295.869140625,2743.14990234375,1.3700000047683716,7136.56005859375,1560.010009765625,2.4760000705718994,2.811000108718872
2018-01-08,41.573760986328125,1246.8699951171875,27.496662139892578,15170.099609375,64.94377899169922,61.72999954223633,1148.530029296875,1.2037460803985596,1.3575890064239502,1318.5999755859375,1106.93994140625,113.15399932861328,83.74042510986328,79.53024291992188,17.06399917602539,54.4201774597168,2.456209897994995,25283.0,2747.7099609375,1.3799999952316284,7157.39013671875,1561.81005859375,2.4800000190734863,2.813999891281128
2018-01-09,41.569000244140625,1252.699951171875,27.633594512939453,14595.400390625,65.62345886230469,62.959999084472656,1299.739990234375,1.1970456838607788,1.3571282625198364,1311.699951171875,1106.260009765625,113.14099884033203,83.68350982666016,79.50173950195312,16.93600082397461,54.6131477355957,2.1017799377441406,25385.80078125,2751.2900390625,1.4149999618530273,7163.580078125,1560.0999755859375,2.5460000038146973,2.88700008392334
2018-01-10,41.55945587158203,1254.3299560546875,27.889205932617188,14973.2998046875,65.91973114013672,63.56999969482422,1255.8199462890625,1.1929330825805664,1.353234887123108,1317.4000244140625,1102.6099853515625,112.75499725341797,83.3040771484375,79.53024291992188,16.96299934387207,55.36753463745117,1.9749200344085693,25369.130859375,2748.22998046875,1.3949999809265137,7153.56982421875,1559.800048828125,2.549999952316284,2.8910000324249268
2018-01-11,41.79551696777344,1276.6800537109375,27.989627838134766,13405.7998046875,65.84127807617188,63.79999923706055,1154.9300537109375,1.1956144571304321,1.351278305053711,1320.5999755859375,1105.52001953125,111.44400024414062,83.55071258544922,79.50173950195312,16.893999099731445,55.27103805541992,1.9507999420166016,25574.73046875,2767.56005859375,1.402999997138977,7211.77978515625,1586.7900390625,2.5309998989105225,2.865000009536743
2018-01-12,42.22711944580078,1305.199951171875,28.473464965820312,13980.599609375,66.9566879272461,64.30000305175781,1273.199951171875,1.2042099237442017,1.3541878461837769,1333.4000244140625,1122.260009765625,111.29399871826172,84.99254608154297,79.49226379394531,17.069000244140625,54.86753463745117,2.0432300567626953,25803.189453125,2786.239990234375,1.409999966621399,7261.06005859375,1591.969970703125,2.552000045776367,2.8529999256134033
2018-01-16,42.01251983642578,1304.8599853515625,28.51911163330078,11490.5,67.19193267822266,63.72999954223633,1053.68994140625,1.2268433570861816,1.379824161529541,1335.4000244140625,1121.760009765625,110.58100128173828,83.80682373046875,79.48278045654297,17.121999740600586,54.82367706298828,1.1792399883270264,25792.859375,2776.419921875,1.3949999809265137,7223.68994140625,1572.969970703125,2.5439999103546143,2.8359999656677246
2018-01-17,42.706398010253906,1295.0,28.464340209960938,11188.599609375,67.50564575195312,63.970001220703125,1014.25,1.227129340171814,1.3798813819885254,1338.0,1131.97998046875,110.38800048828125,85.50477600097656,79.45425415039062,17.104999542236328,56.0341911315918,1.306339979171753,26115.650390625,2802.56005859375,1.4149999618530273,7298.27978515625,1586.6600341796875,2.578000068664551,2.8480000495910645
2018-01-18,42.74455642700195,1293.3199462890625,28.73821258544922,11474.900390625,67.43592071533203,63.95000076293945,1036.280029296875,1.218397855758667,1.382800817489624,1326.0,1129.7900390625,111.3759994506836,85.4668197631836,79.435302734375,16.89299964904785,56.09558868408203,1.5965800285339355,26017.810546875,2798.030029296875,1.4049999713897705,7296.0498046875,1576.72998046875,2.6110000610351562,2.888000011444092
2018-01-19,42.55379867553711,1294.5799560546875,28.957304000854492,11607.400390625,68.22887420654297,63.369998931884766,1039.0999755859375,1.2236607074737549,1.3894678354263306,1331.9000244140625,1137.510009765625,111.0260009765625,85.37197875976562,79.46379089355469,16.975000381469727,56.332427978515625,1.552049994468689,26071.720703125,2810.300048828125,1.402999997138977,7336.3798828125,1597.6300048828125,2.63700008392334,2.9119999408721924
2018-01-22,42.205657958984375,1327.31005859375,29.15814208984375,10931.400390625,68.4815673828125,63.4900016784668,1003.260009765625,1.2255502939224243,1.3891589641571045,1330.9000244140625,1155.81005859375,110.68399810791016,86.89918518066406,79.42584228515625,16.930999755859375,56.77979278564453,1.3573499917984009,26214.599609375,2832.969970703125,1.3899999856948853,7408.02978515625,1605.1700439453125,2.6649999618530273,2.927999973297119
2018-01-23,42.21519470214844,1362.5400390625,29.1398868560791,10868.400390625,68.44672393798828,64.47000122070312,986.22900390625,1.2256253957748413,1.3984841108322144,1335.699951171875,1169.969970703125,110.96600341796875,87.17426300048828,79.47327423095703,16.854999542236328,56.56926345825195,1.3370699882507324,26210.810546875,2839.1298828125,1.4129999876022339,7460.2900390625,1610.7099609375,2.624000072479248,2.9019999504089355
2018-01-24,41.542762756347656,1357.510009765625,29.295080184936523,11359.400390625,69.23095703125,65.61000061035156,1058.780029296875,1.2310267686843872,1.401738166809082,1355.9000244140625,1164.239990234375,110.10700225830078,87.09838104248047,79.45425415039062,17.424999237060547,57.43767547607422,1.3571499586105347,26252.119140625,2837.5400390625,1.409999966621399,7415.06005859375,1601.77001953125,2.6540000438690186,2.937999963760376
2018-01-25,40.801185607910156,1377.949951171875,29.295080184936523,11259.400390625,69.22225189208984,65.51000213623047,1056.030029296875,1.239111304283142,1.4220906496047974,1362.4000244140625,1170.3699951171875,109.32599639892578,87.58216857910156,79.435302734375,17.551000595092773,57.58679962158203,1.3122299909591675,26392.7890625,2839.25,1.3930000066757202,7411.16015625,1601.6700439453125,2.621000051498413,2.88100004196167
2018-01-26,40.89657211303711,1402.050048828125,29.39550018310547,11171.400390625,69.77993774414062,66.13999938964844,1055.1700439453125,1.239234209060669,1.4150274991989136,1351.5999755859375,1175.8399658203125,109.7040023803711,89.22319793701172,79.38783264160156,17.381999969482422,57.832393646240234,1.217270016670227,26616.7109375,2872.8701171875,1.3880000114440918,7505.77001953125,1608.06005859375,2.6619999408721924,2.9119999408721924
2018-01-30,39.81400680541992,1437.8199462890625,29.103370666503906,10106.2998046875,68.50772094726562,64.5,1071.1300048828125,1.2381141185760498,1.4076577425003052,1335.4000244140625,1163.68994140625,108.9260025024414,87.9710693359375,79.36885833740234,17.01300048828125,57.26223373413086,1.1385600566864014,26076.890625,2822.429931640625,1.4249999523162842,7402.47998046875,1582.8199462890625,2.7260000705718994,2.9800000190734863
2018-01-31,39.92369079589844,1450.8900146484375,29.21291732788086,10221.099609375,68.38573455810547,64.7300033569336,1118.31005859375,1.2409565448760986,1.4155884981155396,1339.0,1169.93994140625,108.73200225830078,90.12435150146484,79.36885833740234,17.20400047302246,57.700828552246094,1.1623899936676025,26149.390625,2823.81005859375,1.4299999475479126,7411.47998046875,1574.97998046875,2.7200000286102295,2.941999912261963
2018-02-01,40.00714874267578,1390.0,29.669374465942383,9170.5400390625,69.01312255859375,65.80000305175781,1036.7900390625,1.241865873336792,1.420051097869873,1344.300048828125,1167.699951171875,109.20099639892578,89.41291046142578,79.33655548095703,17.118000030517578,57.80670928955078,0.9625300168991089,26186.7109375,2821.97998046875,1.4529999494552612,7385.85986328125,1579.8699951171875,2.7730000019073486,3.005000114440918
2018-02-02,38.271244049072266,1429.949951171875,29.167272567749023,8830.75,67.38579559326172,65.44999694824219,915.7849731445312,1.2510008811950684,1.4266760349273682,1333.699951171875,1111.9000244140625,109.40599822998047,87.0604476928711,79.3460464477539,16.676000595092773,56.53604507446289,0.8847839832305908,25520.9609375,2762.1298828125,1.4500000476837158,7240.9501953125,1547.27001953125,2.8540000915527344,3.0969998836517334
2018-02-05,37.31505584716797,1390.0,27.624465942382812,6955.27001953125,64.1048583984375,64.1500015258789,697.9509887695312,1.244694471359253,1.411133885383606,1333.0,1055.800048828125,110.03500366210938,83.47482299804688,79.48860168457031,16.638999938964844,51.32099914550781,0.691798985004425,24345.75,2648.93994140625,1.4579999446868896,6967.52978515625,1491.0899658203125,2.7939999103546143,3.066999912261963
2018-02-06,38.874507904052734,1442.8399658203125,28.482593536376953,7754.0,65.4609603881836,63.38999938964844,793.1220092773438,1.2367818355560303,1.3943694829940796,1326.0999755859375,1080.5999755859375,109.09500122070312,86.63360595703125,79.43157958984375,16.54800033569336,50.544471740722656,0.7763929963111877,24912.76953125,2695.139892578125,1.4880000352859497,7115.8798828125,1507.1700439453125,2.7679998874664307,3.0439999103546143
2018-02-07,38.042320251464844,1416.780029296875,28.528244018554688,7621.2998046875,65.60970306396484,61.790000915527344,757.0679931640625,1.2381294965744019,1.395868182182312,1311.5999755859375,1048.5799560546875,109.62699890136719,85.00202178955078,79.37456512451172,16.20599937438965,50.77390670776367,0.7238950133323669,24893.349609375,2681.659912109375,1.5149999856948853,7051.97998046875,1507.969970703125,2.8440001010894775,3.117000102996826
2018-02-08,36.99552536010742,1350.5,27.149757385253906,8265.58984375,62.879981994628906,61.150001525878906,817.8070068359375,1.2268133163452148,1.3879250288009644,1316.9000244140625,1001.52001953125,109.19599914550781,80.63858795166016,79.38407897949219,16.31399917602539,48.88555145263672,0.8052629828453064,23860.4609375,2581.0,1.5149999856948853,6777.16015625,1463.7900390625,2.8510000705718994,3.13700008392334
2018-02-09,37.448028564453125,1339.5999755859375,27.68836784362793,8736.98046875,64.46356201171875,59.20000076293945,883.864990234375,1.2260762453079224,1.3934950828552246,1313.0999755859375,1037.780029296875,108.52899932861328,83.64556884765625,79.45055389404297,16.115999221801758,49.52969741821289,0.9544280171394348,24190.900390625,2619.550048828125,1.524999976158142,6874.490234375,1477.8399658203125,2.8289999961853027,3.135999917984009
2018-02-12,38.956390380859375,1386.22998046875,28.409563064575195,8926.5703125,65.4084701538086,59.290000915527344,868.7069702148438,1.2252799272537231,1.3827433586120605,1324.199951171875,1051.93994140625,108.80000305175781,84.54672241210938,79.41255950927734,16.54800033569336,49.85619354248047,1.0810099840164185,24601.26953125,2656.0,1.534999966621399,6981.9599609375,1490.97998046875,2.8570001125335693,3.13700008392334
2018-02-13,39.34664535522461,1414.510009765625,28.464340209960938,8598.3095703125,65.77594757080078,59.189998626708984,845.2579956054688,1.2303755283355713,1.3852334022521973,1328.0999755859375,1052.0999755859375,108.69000244140625,85.21072387695312,79.41255950927734,16.506999969482422,51.1798095703125,1.0274100303649902,24640.44921875,2662.93994140625,1.5700000524520874,7013.509765625,1494.949951171875,2.8399999141693115,3.128000020980835
2018-02-14,40.072105407714844,1451.050048828125,29.21291732788086,9494.6298828125,67.11454772949219,60.599998474121094,923.5609741210938,1.235376238822937,1.3886960744857788,1355.5,1069.699951171875,107.76399993896484,86.54495239257812,79.29853820800781,16.857999801635742,52.54754638671875,1.1416200399398804,24893.490234375,2698.6298828125,1.5499999523162842,7143.6201171875,1522.0999755859375,2.9130001068115234,3.177000045776367
2018-02-15,41.41765594482422,1461.760009765625,29.404624938964844,10166.400390625,67.43827056884766,61.34000015258789,936.9760131835938,1.2467273473739624,1.401581048965454,1352.0999755859375,1089.52001953125,106.58699798583984,88.30807495117188,79.27001953125,16.777000427246094,52.96228790283203,1.1468600034713745,25200.369140625,2731.199951171875,1.559999942779541,7256.43017578125,1537.199951171875,2.8910000324249268,3.1419999599456787
2018-02-16,41.283573150634766,1448.68994140625,29.185531616210938,10233.900390625,67.21078491210938,61.68000030517578,944.2100219726562,1.2503595352172852,1.4104173183441162,1353.199951171875,1094.800048828125,106.11100006103516,87.67906951904297,79.2890396118164,16.69499969482422,52.900516510009766,1.1380300521850586,25219.380859375,2732.219970703125,1.5700000524520874,7239.47021484375,1543.550048828125,2.877000093460083,3.135999917984009
2018-02-20,41.144710540771484,1468.3499755859375,29.14901351928711,11403.7001953125,66.89582824707031,61.900001525878906,895.3709716796875,1.2398641109466553,1.3992668390274048,1328.800048828125,1102.4599609375,106.70899963378906,88.36526489257812,79.27952575683594,16.424999237060547,52.900516510009766,1.089460015296936,24964.75,2716.260009765625,1.5729999542236328,7234.31005859375,1529.989990234375,2.8929998874664307,3.1549999713897705
2018-02-21,40.95796203613281,1482.9200439453125,29.094240188598633,10690.400390625,67.3682861328125,61.68000030517578,849.9710083007812,1.233532428741455,1.4001091718673706,1330.0,1111.3399658203125,107.38099670410156,87.19303894042969,79.2890396118164,16.604000091552734,52.70637893676758,1.0153900384902954,24797.779296875,2701.330078125,1.6080000400543213,7218.22998046875,1531.8399658203125,2.943000078201294,3.2200000286102295
